index,date,time,location,lat,lng,precinct,reporting_area,zone,subject_age,subject_race,subject_sex,officer_id_hash,type,violation,arrest_made,citation_issued,warning_issued,outcome,contraband_found,contraband_drugs,contraband_weapons,frisk_performed,search_conducted,search_person,search_vehicle,search_basis,reason_for_stop,vehicle_registration_state,notes
133684,2016-10-27,70380.0,"LAFAYETTE ST & UNIVERSITY CT, NASHVILLE, TN, 37210",36.1521875,-86.7763138,3.0,8149.0,311.0,32.0,black,male,30042afedf,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
980329,2017-07-06,39300.0,"DONELSON PIKE & 40  W, NASHVILLE, TN, 37214",36.1406352,-86.6618989,5.0,9411.0,517.0,26.0,white,female,498350de5b,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,
752675,2014-12-08,50160.0,"BRILEY PKWY N & TWO RIVERS PKWY, NASHVILLE, TN, 37214",36.122074,-86.702419,5.0,9294.0,515.0,72.0,white,female,d38b4128e5,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
1686916,2013-03-28,34560.0,"BINKLEY DR & HARDING PL, NASHVILLE, TN, 37211",36.0773794,-86.7400706,8.0,8501.0,831.0,47.0,black,male,50529da1cb,vehicular,seatbelt violation,False,False,True,warning,,,,False,False,False,False,,seatbelt violation,TN,
274333,2010-11-16,29280.0,"DR D B TODD JR BLVD & HEIMAN ST, NASHVILLE, TN, 37208",36.1713852,-86.8074239,6.0,4481.0,613.0,27.0,black,female,971bc941e5,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
425610,2013-01-15,40500.0,"HARDING PL & HARDING PL, NASHVILLE, TN, 37217",36.0803794,-86.7233039,3.0,8841.0,323.0,48.0,white,male,9b2d08be70,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2547668,2016-07-21,31500.0,"S GALLATIN PIKE & DUE WEST AVE E, MADISON, TN, 37115",36.2480167,-86.720329,7.0,1519.0,711.0,62.0,black,female,a9b7a026f0,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
3061060,2013-09-05,20580.0,"476 HARDING PL, NASHVILLE, TN, 37211",36.0782707,-86.731241,8.0,8501.0,831.0,20.0,hispanic,male,2447acd144,vehicular,vehicle equipment violation,False,True,False,citation,,,,False,False,False,False,,vehicle equipment violation,TN,headlight out / no d/l
2821591,2014-08-29,77580.0,"MURFREESBORO PIKE & NASHBORO BLVD, NASHVILLE, TN, 37217",36.0867994,-86.6485814,5.0,889.0,535.0,40.0,black,female,2090ca4211,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
1904890,2011-04-25,85680.0,"ANTIOCH PIKE & GOODWIN RD, ANTIOCH, TN, 37013",36.0605572,-86.6736679,3.0,8857.0,325.0,44.0,black,female,ee538f200f,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
369679,2011-11-28,75840.0,"GALLATIN PIKE & LITTON AVE, NASHVILLE, TN, 37216",36.2024299,-86.7391182,2.0,1851.0,227.0,45.0,black,male,8009ad438d,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,"DRIVER SIDE HEADLIGHT OUT
"
2287545,2012-06-16,36060.0,"1600 BRENTWOOD TER, NASHVILLE, TN, 37211",36.0472267,-86.7398874,8.0,8653.0,835.0,23.0,white,female,c924618651,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
1336704,2013-02-12,36240.0,"GLENDALE LN & PASADENA DR, NASHVILLE, TN, 37204",36.0922758,-86.7852444,8.0,7027.0,825.0,38.0,white,male,67e783b000,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2823041,2016-08-29,28980.0,"10TH CIR N & NELSON MERRY ST, NASHVILLE, TN, 37203",36.1645882,-86.7887317,4.0,4207.0,411.0,44.0,white,female,dd16a8e4a3,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,WARNED ON VIOL.    LAMP OUT
1625075,2015-03-21,10800.0,"9 HERMITAGE AVE, NASHVILLE, TN, 37210",36.1571137,-86.7702539,4.0,4033.0,425.0,32.0,white,male,c5201e87d1,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,no turn signal
1954823,2014-04-03,59400.0,"FAIN ST & FAIRFIELD AVE, NASHVILLE, TN, 37210",36.1516252,-86.7566379,5.0,8221.0,511.0,38.0,black,female,9d41edf114,vehicular,seatbelt violation,False,False,True,warning,,,,False,False,False,False,,seatbelt violation,TN,
1729954,2010-03-05,80040.0,"MURFREESBORO PIKE & PINEWAY DR, NASHVILLE, TN, 37217",36.1151016,-86.694229,3.0,8835.0,315.0,22.0,black,male,5359dc84e9,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
992903,2017-07-22,62700.0,"440  W & WEST END AVE, NASHVILLE, TN, 37203",36.1387037,-86.8213446,8.0,5620.0,813.0,62.0,white,male,7eb706d930,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2078810,2011-05-19,60000.0,"BRILEY PKWY N & MURFREESBORO PIKE, NASHVILLE, TN, 37217",36.122074,-86.702419,3.0,8831.0,315.0,46.0,white,female,c50b6226fb,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
1810244,2010-04-14,35940.0,"333 RIO VISTA DR, MADISON, TN, 37115",36.2689613,-86.6839391,7.0,1713.0,715.0,46.0,white,male,5e1e44520b,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
1559156,2012-03-13,30300.0,"S GALLATIN PIKE & DUE WEST AVE E, MADISON, TN, 37115",36.2480167,-86.720329,7.0,1785.0,711.0,28.0,black,female,79af04892d,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2572321,2013-07-24,6240.0,"MCGAVOCK PIKE & MURFREESBORO PIKE, NASHVILLE, TN, 37217",36.116473,-86.6976442,3.0,8841.0,323.0,34.0,white,male,8bbd3239b1,vehicular,safety violation,False,False,True,warning,,,,False,False,False,False,,safety violation,TN,
2974039,2015-09-21,50280.0,"ALBANY DR & ANDREW JACKSON PKWY, HERMITAGE, TN, 37076",36.2105091,-86.600107,5.0,9537.0,523.0,46.0,black,female,ba10efd51b,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,
2940748,2016-09-16,11400.0,"701 STEWARTS FERRY PIKE, NASHVILLE, TN, 37214",36.1548344,-86.625564,5.0,8955.0,533.0,55.0,black,male,a1bdf5c653,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
1901331,2014-04-24,57420.0,"BELL RD & HICKORY HOLLOW TER, ANTIOCH, TN, 37013",36.0507399,-86.6468549,3.0,8865.0,333.0,37.0,black,male,d417ae0732,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
1370101,2016-02-16,37200.0,"ANDERSON RD & COUNTRY WAY RD, ANTIOCH, TN, 37013",36.0779859,-86.6070842,3.0,8975.0,335.0,45.0,black,male,9d41edf114,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
1000284,2017-08-02,20820.0,"4TH AVE S & KOREAN VETERANS BLVD, NASHVILLE, TN, 37201",36.1571758,-86.7746549,4.0,4053.0,425.0,30.0,white,female,abcb3821d2,vehicular,registration,False,False,True,warning,,,,False,False,False,False,,registration,TN,
1673382,2015-03-26,55320.0,"COLONIAL CIR & DONELSON PIKE, NASHVILLE, TN, 37214",36.1630544,-86.6639697,5.0,9401.0,517.0,49.0,white,male,6d13b2ff93,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
102157,2012-10-23,46200.0,"BRILEY PKWY E & GALLATIN PIKE, NASHVILLE, TN, 37216",36.2349622,-86.7283702,2.0,1596.0,217.0,57.0,white,female,79af04892d,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
784008,2014-01-31,42000.0,"DICKERSON PIKE & GATEWOOD AVE, NASHVILLE, TN, 37207",36.2001781,-86.7698986,2.0,1863.0,223.0,44.0,white,male,c4680d166c,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
520009,2011-01-21,40080.0,"CONNARE DR & N GRAYCROFT AVE, MADISON, TN, 37115",36.2849663,-86.7153156,7.0,1759.0,727.0,29.0,black,female,d01c23e2fc,vehicular,investigative stop,False,False,True,warning,,,,False,False,False,False,,investigative stop,TN,"REGISTRATION, , D.L  ,
"
2654573,2016-07-07,73680.0,"52ND AVE N & CHARLOTTE AVE, NASHVILLE, TN, 37209",36.1519223,-86.8498908,1.0,5123.0,113.0,37.0,hispanic,male,e8583fbb05,vehicular,moving traffic violation,False,True,True,citation,,,,False,False,False,False,,moving traffic violation,TN,"cutting through private property, no dl"
1060099,2017-11-02,46140.0,"BRILEY PKWY S & 24  E, NASHVILLE, TN, 37211",36.1095998,-86.7202021,3.0,83022.0,313.0,22.0,white,male,d098ec755c,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,
1283002,2018-11-02,36300.0,"FATHERLAND ST & S 10TH ST, NASHVILLE, TN, 37206",36.1741944,-86.7519839,2.0,1129.0,213.0,23.0,asian/pacific islander,female,01ba20c1e1,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
1413498,2016-02-02,32820.0,"441 HARDING PL, NASHVILLE, TN, 37211",36.078325,-86.729193,8.0,8609.0,831.0,49.0,hispanic,male,b5ca91d71f,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,
1808048,2016-04-13,43800.0,"309 WALLACE RD, NASHVILLE, TN, 37211",36.0791578,-86.7138613,3.0,8703.0,321.0,43.0,asian/pacific islander,male,3bdca3df2d,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
2677085,2010-08-11,4800.0,"I 440 E & 21ST AVE S, NASHVILLE, TN, 37215",36.1456871,-86.8002426,1.0,6001.0,117.0,52.0,white,male,2511466c93,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
1788374,2013-04-01,43860.0,"1410 DONELSON PIKE, NASHVILLE, TN, 37217",36.0961356,-86.6789877,3.0,8841.0,323.0,30.0,asian/pacific islander,female,d0ca89bf7d,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
262951,2013-11-14,3540.0,"BELL RD & WOODLAND POINT DR, NASHVILLE, TN, 37214",36.1228228,-86.6290158,5.0,8943.0,533.0,30.0,black,female,e4eb4870eb,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,
2453849,2011-06-09,55860.0,"12TH AVE S & SUMMIT AVE, NASHVILLE, TN, 37212",36.1387504,-86.7877615,8.0,6617.0,811.0,60.0,black,male,7d890c769b,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
67720,2010-10-19,39600.0,"HARDING PL & NOLENSVILLE PIKE, NASHVILLE, TN, 37211",36.0796295,-86.7264067,3.0,8445.0,317.0,26.0,other,male,4ba537931c,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,
2571803,2012-07-24,33060.0,"HUME ST & ROSA L PARKS BLVD, NASHVILLE, TN, 37208",36.1788823,-86.7951018,6.0,4333.0,617.0,45.0,black,male,3c38470dbd,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
941834,2017-05-09,1440.0,"OLD HICKORY BLVD & RIDGELAKE PKWY, NASHVILLE, TN, 37221",36.0974345,-86.9248595,1.0,4815.0,125.0,34.0,hispanic,female,53e360df93,vehicular,safety violation,False,True,True,citation,,,,False,False,False,False,,safety violation,TN,
94839,2011-10-22,82380.0,"12TH AVE N & BROADWAY, NASHVILLE, TN, 37203",36.1565833,-86.7874528,4.0,4081.0,423.0,21.0,white,male,8a240b02b9,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2505022,2013-07-15,74820.0,"19TH AVE N & WEST END AVE, NASHVILLE, TN, 37203",36.1523038,-86.7974334,8.0,5525.0,811.0,26.0,black,female,ef32736df1,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,
2590211,2010-07-27,54780.0,"MILLS RD & OLD HICKORY BLVD, HERMITAGE, TN, 37076",36.1685619,-86.600292,5.0,9527.0,521.0,37.0,white,male,4d037c592b,vehicular,seatbelt violation,False,True,False,citation,,,,False,False,False,False,,seatbelt violation,TN,
2490371,2012-07-13,47280.0,"DELTA AVE & DOMINICAN DR, NASHVILLE, TN, 37228",36.1869812,-86.802485,6.0,4445.0,611.0,55.0,black,female,eb734545cc,vehicular,seatbelt violation,False,False,True,warning,,,,False,False,False,False,,seatbelt violation,TN,
507139,2013-12-10,77820.0,"I 440 W & WEST END AVE, NASHVILLE, TN, 37212",36.1210587,-86.7647275,8.0,5905.0,815.0,18.0,black,male,0dbc98bd44,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2747552,2011-08-20,74280.0,"GALLATIN AVE & W EASTLAND AVE, NASHVILLE, TN, 37206",36.1833502,-86.7485645,2.0,1937.0,227.0,26.0,white,female,4076850409,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
1620776,2012-03-21,9420.0,"NOLENSVILLE PIKE & THOMPSON LN, NASHVILLE, TN, 37210",36.1109273,-86.7451877,3.0,8315.0,313.0,21.0,black,male,3a4171e2e6,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,TINT
192850,2014-10-07,42480.0,"MURFREESBORO PIKE & WILHAGAN RD, NASHVILLE, TN, 37217",36.1324012,-86.719337,5.0,8815.0,531.0,64.0,white,male,8345be0d54,vehicular,seatbelt violation,False,False,True,warning,,,,False,False,False,False,,seatbelt violation,TN,
924163,2017-04-14,23040.0,"3441 DICKERSON PIKE, MADISON, TN, 37115",36.2409481,-86.7571874,7.0,2009.0,723.0,72.0,white,male,1b55d714e1,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2730776,2016-08-17,80880.0,"3548 ANDERSON RD, NASHVILLE, TN, 37217",36.0851405,-86.6067601,5.0,8929.0,535.0,45.0,black,male,87bd93c328,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
1808284,2016-04-13,10260.0,"21ST AVE S & WEST END AVE, NASHVILLE, TN, 37203",36.1504569,-86.8011982,8.0,5715.0,815.0,26.0,white,female,6e9e930290,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,OH,
2421645,2015-06-04,6720.0,"S 6TH ST & SHELBY AVE, NASHVILLE, TN, 37206",36.168319,-86.760305,2.0,1043.0,211.0,28.0,white,male,d08894c335,vehicular,safety violation,False,False,True,warning,,,,False,False,False,False,,safety violation,TN,
1679278,2014-03-27,40500.0,"DICKERSON PIKE & HANCOCK ST, NASHVILLE, TN, 37207",36.1844104,-86.7737184,2.0,1951.0,221.0,29.0,black,female,95b3c63410,vehicular,safety violation,False,False,True,warning,,,,False,False,False,False,,safety violation,TN,
1032493,2017-09-19,42360.0,"HARDING PL & 65  S, NASHVILLE, TN, 37220",36.0801062,-86.76495,8.0,7101.0,833.0,21.0,white,female,498350de5b,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,
106281,2015-10-23,63060.0,"CLEVELAND ST & MERIDIAN ST, NASHVILLE, TN, 37207",36.1869623,-86.76803,2.0,1949.0,221.0,18.0,black,male,7aca53bb89,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,SPEEDING PACED -- IN --
682353,2015-12-03,77460.0,"ELYSIAN FIELDS RD & SIDCO DR, , TN, 37204",36.0848934,-86.7617792,8.0,8531.0,825.0,32.0,white,male,8cbadbb4fa,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
783087,2013-01-31,15600.0,"380 HARDING PL, NASHVILLE, TN, 37211",36.0831152,-86.7127647,3.0,8419.0,317.0,33.0,white,male,4ab7251c91,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2759555,2016-08-21,120.0,"S 10TH ST & SHELBY AVE, NASHVILLE, TN, 37206",36.1713641,-86.7523097,2.0,1125.0,213.0,26.0,white,male,4c0722bb4a,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
403415,2010-01-14,45060.0,"BELL RD & MOUNT VIEW RD, ANTIOCH, TN, 37013",36.0499121,-86.6493475,3.0,8863.0,333.0,21.0,black,female,574bf5f5d3,vehicular,seatbelt violation,False,False,True,warning,,,,False,False,False,False,,seatbelt violation,FL,
1475308,2014-02-03,23640.0,"BELL RD & SMITH SPRINGS RD, NASHVILLE, TN, 37217",36.0903135,-86.6265129,5.0,8987.0,533.0,30.0,white,female,0a0f0a25d5,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,ROLLED THROUGH STOP SIGN AT INTERSECTION OF EDGE O LAKE AND BELL RD
1225874,2018-07-15,10860.0,"BRILEY PKWY N & MURFREESBORO PIKE, NASHVILLE, TN, 37217",36.122074,-86.702419,3.0,88981.0,315.0,56.0,asian/pacific islander,male,be82d6c6cf,vehicular,safety violation,False,False,True,warning,,,,False,False,False,False,,safety violation,TN,
1475418,2014-02-03,29880.0,"I 24 E & BRILEY PKWY N, NASHVILLE, TN, 37211",36.1095998,-86.7202021,3.0,8404.0,313.0,30.0,white,female,d098ec755c,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,
233060,2010-11-01,34800.0,"I 40 W & CHARLOTTE AVE, NASHVILLE, TN, 37203",36.1524726,-86.833841,4.0,4202.0,411.0,21.0,white,female,b96df3310a,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,
189964,2011-10-07,44100.0,"I 65 N & OLD HICKORY BLVD, BRENTWOOD, TN, 37027",36.0391614,-86.7844183,8.0,8604.0,833.0,56.0,white,male,0c43101255,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
169973,2011-10-04,60240.0,"HEAD DR & OLD HICKORY BLVD W, MADISON, TN, 37115",36.2642108,-86.733848,7.0,1777.0,723.0,26.0,white,male,2022e55034,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
296318,2012-11-19,43260.0,"HICKORY INDUSTRIAL DR & ROBINSON RD, OLD HICKORY, TN, 37138",36.2666644,-86.6700531,5.0,9611.0,525.0,58.0,white,male,596bd1105e,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
2465617,2015-07-10,35220.0,"LESTER AVE & MURFREESBORO PIKE, NASHVILLE, TN, 37210",36.1455308,-86.7525448,3.0,8133.0,311.0,41.0,black,male,b9fb8b268e,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
679054,2014-01-23,60060.0,"HWY 45 & KATE ST, MADISON, TN, 37115",36.2639255,-86.7073944,7.0,1701.0,715.0,53.0,black,male,4f1d028e45,vehicular,registration,False,False,True,warning,,,,False,False,False,False,,registration,TN,
1515204,2014-02-08,48840.0,"GARFIELD ST & ROSA L PARKS BLVD, NASHVILLE, TN, 37208",36.1805571,-86.7963622,6.0,4343.0,617.0,26.0,white,male,2cbc2e0f25,vehicular,safety violation,False,False,True,warning,,,,False,False,False,False,,safety violation,TN,
2218925,2013-05-08,54900.0,"FANNING DR & RICHARDS RD, ANTIOCH, TN, 37013",36.068334,-86.671882,3.0,8855.0,325.0,45.0,asian/pacific islander,female,14b56e9185,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2272756,2012-06-14,13740.0,"3319 WEST END AVE, NASHVILLE, TN, 37212",36.1396579,-86.8178762,8.0,5817.0,815.0,30.0,white,male,bfd70feda2,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
1647426,2014-03-23,6420.0,"BRICK CHURCH PIKE & W TRINITY LN, NASHVILLE, TN, 37207",36.2066779,-86.7779622,6.0,3007.0,621.0,31.0,black,female,2fcd6b06aa,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
956532,2017-05-31,41820.0,"S 5TH ST & SHELBY AVE, NASHVILLE, TN, 37206",36.1675857,-86.7621986,2.0,1115.0,211.0,30.0,black,female,884c66a1b8,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
1482544,2013-02-04,75780.0,"S 8TH ST & SHELBY AVE, NASHVILLE, TN, 37206",36.1699272,-86.7561779,2.0,1045.0,211.0,19.0,white,female,23e9d21d94,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,inoperable brake light
2295004,2012-06-17,58680.0,"MURFREESBORO PIKE & PHILFRE CT, NASHVILLE, TN, 37217",36.1282439,-86.7129582,5.0,8817.0,531.0,21.0,asian/pacific islander,female,7e24330adb,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
235659,2012-11-01,81000.0,"S GALLATIN PIKE & WALTON LN, MADISON, TN, 37115",36.2388153,-86.7238106,7.0,1509.0,711.0,63.0,white,male,2bca49b49d,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
1660005,2011-03-25,78840.0,"AVONDALE CIR & BRICK CHURCH PIKE, NASHVILLE, TN, 37207",36.2090637,-86.777949,6.0,3019.0,621.0,28.0,black,female,3dc0ec0fc0,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
1681355,2015-03-27,70440.0,"S 2ND ST & SHELBY AVE, NASHVILLE, TN, 37213",36.1648262,-86.7679775,4.0,1103.0,413.0,46.0,black,female,20594604e0,vehicular,vehicle equipment violation,False,True,True,citation,,,,False,False,False,False,,vehicle equipment violation,TN,
1709098,2012-03-31,86160.0,"MCGAVOCK PIKE & MUSIC VALLEY DR, NASHVILLE, TN, 37214",36.2171299,-86.6962641,5.0,9209.0,515.0,22.0,black,male,dc95719a9d,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2340899,2011-06-22,62160.0,"27TH AVE N & POSTON AVE, NASHVILLE, TN, 37203",36.1466894,-86.8123886,8.0,5623.0,813.0,50.0,white,male,b164f0f78c,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
735115,2013-01-27,44520.0,"W TRINITY LN & MONTICELLO DR, NASHVILLE, TN, 37207",36.2073439,-86.7839452,6.0,3009.0,621.0,19.0,black,male,6f35d16bdf,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,
1474423,2013-02-03,28500.0,"HILLSBORO PIKE & WOODMONT BLVD, NASHVILLE, TN, 37215",36.1139663,-86.8108825,1.0,6013.0,117.0,45.0,white,male,9fb81e88ad,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,speeding
1130438,2018-02-16,960.0,"ACKLEN PARK DR & WEST END AVE, NASHVILLE, TN, 37203",36.1408635,-86.8174022,8.0,5629.0,813.0,72.0,white,male,86ff0fa1ce,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
1842937,2012-04-18,50940.0,"BRICK CHURCH PIKE & W TRINITY LN, NASHVILLE, TN, 37207",36.2066779,-86.7779622,6.0,3003.0,621.0,50.0,black,male,bd349f40c9,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2352286,2015-06-23,48120.0,"LENORE ST & S 7TH ST, NASHVILLE, TN, 37206",36.1646585,-86.7551922,2.0,1021.0,211.0,27.0,black,male,b9f9980a8a,vehicular,investigative stop,False,False,True,warning,,,,False,False,False,False,,investigative stop,TN,driver looked like charles w taylor from east to -- warrant list. driver was cooperative and released once identification was confirmed
1195785,2018-05-22,35520.0,"ASHLAND CITY HWY & OLD HICKORY BLVD, NASHVILLE, TN, 37218",36.2114995,-86.9210335,6.0,3235.0,625.0,51.0,white,male,e05e99c1e2,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,FL,
487082,2012-11-09,32880.0,"14TH AVE N & CHARLOTTE AVE, NASHVILLE, TN, 37203",36.16076,-86.7936683,8.0,5501.0,813.0,37.0,black,female,2d306d905c,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
1288423,2018-11-15,36420.0,"ASHLAND CITY HWY & OLD HICKORY BLVD, NASHVILLE, TN, 37218",36.2114995,-86.9210335,6.0,3235.0,625.0,42.0,white,female,6761423fb7,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,
1966828,2012-04-05,80640.0,"HARDING PL & TROUSDALE DR, NASHVILLE, TN, 37211",36.0810559,-86.7583563,8.0,8507.0,831.0,22.0,hispanic,female,074d9d0c87,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
327149,2012-11-02,32760.0,"18TH AVE S & PORTLAND AVE, NASHVILLE, TN, 37212",36.1330156,-86.7972524,8.0,6611.0,815.0,31.0,white,female,cfa3f85a33,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,KS,RAN STOP SIGN @ PORTLAND AV &amp; --TH AV S. WARNED.
1978138,2015-04-06,45420.0,"I 440 W & I 65 ENTRY, NASHVILLE, TN, 37204",35.7275536,-86.9604933,8.0,81061.0,821.0,27.0,white,female,5bc5bf609d,vehicular,registration,False,False,True,warning,,,,False,False,False,False,,registration,TN,
804246,2010-01-05,2340.0,"MILLWOOD DR & MURFREESBORO PIKE, NASHVILLE, TN, 37217",36.1294517,-86.714738,5.0,8815.0,531.0,35.0,other,male,9c3d5bbe14,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
818321,2014-01-06,45180.0,"8TH ST & CLARKE ST, OLD HICKORY, TN, 37138",36.262931,-86.6447124,5.0,9733.0,525.0,37.0,black,male,b8a8edb71a,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,expired tag
3050916,2015-09-03,33000.0,"INTERSTATE DR & JAMES ROBERTSON PKWY, NASHVILLE, TN, 37213",36.1713881,-86.7690045,4.0,1105.0,413.0,41.0,white,female,daac2de4a2,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,RRL
2289271,2014-06-16,4800.0,"1ST AVE S & LAFAYETTE ST, NASHVILLE, TN, 37210",36.1491797,-86.7634531,3.0,8151.0,311.0,36.0,black,male,7bc663afd6,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
